name,rating,total_votes,user_reviews,critic_reviews,tags,storyLine,keyWords
American Dad!,7.4,124K,183,21,Animation;Comedy,,husband wife relationship;crude humor;adult animation;family relationships;violence;cult tv;topical humor;talking animal;stupidity;high school student;immaturity;pistol;cartoon violence;exclamation point in title;different gags during credits;actor playing multiple roles;bare midriff;slapstick comedy;2000s;2010s;extraterrestrial;stranded on earth;boy wears eyeglasses;knee high boots;black comedy;surrealism;male protagonist;cia central intelligence agency;dark comedy;sitcom comedy;for grown ups animation;two word title;fish;timeframe 2000s;timeframe 2010s;2d animation;goldfish;german;alien;conservative;cia agent;american flag;republican;mother in law son in law relationship;father in law son in law relationship;mother daughter relationship;mother son relationship;langley virginia;alien creature as pet;political satire;anthropomorphism;anthropomorphic animal;news reporter;nerd;neighborhood;macho man;hippie;gay stereotype;blonde stereotype;disguise;living in attic;dysfunctional family;stay at home mom;talking fish;patriotism;ignorance;father son relationship;father daughter relationship;sexual humor;adult humor;punctuation in title;post september 11 2001;homosexual subtext
Donald Trump's The Art of the Deal: The Movie,5.9,4.4K,19,6,Comedy,,donald trump character;political satire;parody of donald trump;elite;parody;political parody;non linear narrative;breaking the fourth wall;self reflexive;american businessman;self help guru;manhattan new york city;based on memoir;new york city;real estate;reference to adolf hitler;based on book;character name in title;nazi salute;bad man;book;year 1977;voice over narration;f word;body switching;blowing out candles on a birthday cake;birthday cake;reference to twitter;reference to christopher lloyd;reference to back to the future;time traveler;fireworks;demolition;sculpture;handshake deal;handshake;lamp;model;tower;year 1978;reference to alf;wedding;marriage;dog;courtroom;trial;national football league;nfl;lawsuit;rap;rap music;talking to oneself in a mirror;mirror;toilet;waste basket;reference to roy cohn;flattery;nightclub;year 1973;homeless man;homeless;year 1983;chapter headings;reference to the vietnam war;split screen;jumping into water;jumping into a swimming pool;swimming pool;reference to citizen kane;telephone call;telephone;boy;year 1986;casino;reference to taj mahal;videotape;looking at oneself in a mirror;toupee;wig;anti elite;one percenter;dr. emmett l. brown character;bad hair
The Big Bang Theory,8.2,775K,1.1K,110,Comedy;Romance,,nerd;geek culture;friend;roommate;best friend;neighbor;friendship;physicist;pasadena california;comic book shop;broken elevator;astrophysicist;waitress;microbiologist;experimental physicist;sitcom;genius;brilliant mind;apartment;mechanical engineer;aspiring actress;scientist;stairwell;man child;group of friends;idiosyncrasy;neighbor neighbor relationship;asperger's syndrome;california;physics;laboratory;socially awkward;fan culture;fanboy;jew;on off relationship;husband wife relationship;boyfriend girlfriend relationship;unseen character;female nerd;aerospace engineer;theoretical physicist;hindu;apartment building;indian;male protagonist;asexual interest;man wears eyeglasses;woman wears eyeglasses;name calling;nickname;monkey;lack of respect;boots;knee high boots;adult child lives at home;laugh track;tights;sitcom comedy;timeframe 2000s;timeframe 2010s;timeframe 21st century;cult tv;dork;asexual;passive aggression;nri;horniness;arrogance;anal retentativeness
Lego Dimensions,7.7,898,3,3,Action;Adventure;Comedy,"When a mysterious and powerful vortex appears in various lego worlds, Batman, Gandalf and Wyldstyle bravely jump into the vortex and travel through space and time to rescue their friends.",powerpuff girls;nintendo wii u;brick movie;lego;based on toy;pop culture;anthropomorphism;merchandise;retroculture;platform game;cartoon network;alien;magic;friend;dc comics;playstation 3;playstation 4;xbox 360;xbox one;single player;multiplayer;crossover;batman character;gandalf character;wyldstyle character;based on comic book;based on film;based on tv series;lord of the rings;ghostbusters;wonder woman character;two face character;aquaman character;perry white character;legolas character;samwise gamgee character;bane character;superhero;supervillain;sauron character;the simpsons;commissioner gordon character;james gordon character;marty mcfly character;alfred pennyworth character;catwoman character;dinosaur;saruman the white character;albus dumbledore character;robin character;frodo baggins character;general zod character;superman character;wizard of oz;dr. emmett l. brown character;lord voldemort character;harry potter character;gollum character;boromir character;gimli character;cyborg character;justice league;riddler character;the flash character;joker character;witch;harley quinn character;lois lane character;lex luthor character;starfire character;raven character;teen titans;beast boy character;neville longbottom character;rubeus hagrid character;luna lovegood character;batgirl character;barbara gordon character;newt scamander character;poison ivy character;k.i.t.t. car;hermione granger character;brainiac character;bellatrix lestrange character;mission impossible;back to the future;green arrow character;supergirl character;best selling video game;hoverboard;flying car;unikitty character;e.t. character;scooby doo character;sonic the hedgehog character;doctor who character;columbia tristar;gizmo;beetlejuice;beetlejuice character;homer simpson character;marge simpson character;cartoon characters;toys to life;emmet mattonowski character;lucy the lego character;the lego movie;ghost;gremlin;dimension;portal
Drunk History,7.8,11K,42,10,Comedy;History,,2010s;absurd comedy;timeframe 1940s;timeframe 2010s;timeframe 1970s;timeframe 19th century;timeframe 16th century;timeframe 1960s;timeframe 1910s;timeframe 20th century;timeframe 1990s;timeframe 1920s;timeframe 1980s;president of the united states;president;u.s. history;army;world war one;assassination;1940s;religion;interview;american civil war;civil war;world war two;soldier;trial;gun;two word title;battle;true crime;family relationships;politics;violence;death;narration;voice over narration;murder;drinking alcohol;drunkenness;beer;drinking;alcohol;husband wife relationship;drunk;political satire;impersonation;guest;pop culture;actor playing himself;comedienne;actor playing multiple roles;absurdism;spoof;parody;joke;comedian;alternative comedy;upright citizens brigade
Hello Ladies: The Movie,6.8,509,1,,Comedy,,
Robot Chicken,7.8,42K,99,28,Animation;Short;Adventure,,2000s;2010s;animal in series title;bird in series title;toy;robot chicken character;two word series title;animal character name as series title;absurd comedy;dark comedy;surrealism;adult swim;bad taste humor;columbia tristar;time traveler;time traveling nerd;hbo max;warner bros.;sony;robot;stop motion animation;media spoof;shock humor;sexual humor;bloody violence;topical humor;pun;combat;kickboxing;mixed martial arts;blood splatter;mad scientist;late night;hip hop;president of the united states;singer;song;singing;slapstick comedy;running gag;recurring character;musical number;impersonation;guest;comedy team;celebrity;argument;cult tv;absurdism;fight;adult humor;future;battle;stereotype;warrior;android;monster;blood;children;teenager;super villain;girl;cyborg;outer space;death;secret identity;based on toy;teenage boy;adult animation;supernatural power;stupidity;boy;anti hero;based on comic book;transformation;good versus evil;magic;alien;martial arts;cat;dog;friend;superhero;hero;villain;friendship;based on comic;social satire;satire;irreverence;joke;entertainment;celebrity impersonation;violence;obscene finger gesture;gross out comedy;gore;drug humor;directed by star;actor playing multiple roles;black comedy;spoof;sketch comedy;pop culture;parody
Short Poppies,7.8,723,4,2,Comedy,,mockumentary comedy
Life's Too Short,7.5,15K,52,26,Comedy,"The show centers on Warwick Davis in his day-to-day life, complete with the frustrations he faces.",self parody;actor playing himself;actor;little person;claim in title;money problems;casting agency;agent;casting agent;mockumentary
I Give It a Year,5.7,37K,125,130,Comedy;Romance,"After a seven month long passion-filled courtship, thirty-something Londoners Natasha Redford and Josh Moss get married despite they being mismatched in personality and temperament, something that their closest friends and family members can see - some who predict the marriage won't last a year - even if Nat and Josh themselves don't see it. Nat, a marketing company manager, is more professional and controlled. Josh, a novelist with a current case of writer's block, is more carefree and childlike. Nine months into their marriage, Nat and Josh have their first session with arguably the most distracted marriage counselor in the city, that session which may be the deciding factor in whether they continue in being husband and wife to each other. Their issues over the preceding nine months are told in flashback, and include little idiosyncrasies which annoy the other, and tensions with each's in-laws, beyond the general differences in their personalities. But what may be the biggest threat to a happily-ever-after for them as a couple may be temptations with others to who, at least on paper, each is more well suited. For Nat, that temptation is client Guy Harrap, an American manufacturer who, unknown to Nat, hired her firm solely in his personal attraction to her. For Josh, that temptation is his old girlfriend Chloe, an aide worker who only recently reentered his life after a four year stint away working in Africa, the two of them in theory never having really broken up in the first place.",female stockinged legs;black pantyhose;pantyhose;pubic hair;female nudity;male nudity;male pubic hair;infidelity;cheating wife;swinger;swingers;open marriage;thong;marital problem;camera shot of feet;sexuality;lingerie;underwear;married couple;marriage;sexual humor;ex girlfriend;husband wife relationship;man wears eyeglasses;writer;doctor;reference to divorce;charades;one year anniversary;reference to role play sex;cunnilingus;fellatio;male full frontal nudity;hand job;wedding reception;scene during closing credits;montage;friend;couple;toilet;bathroom;laptop computer;bouquet;black comedy;embarrassment;american abroad;awkwardness;best friend;best man;in laws;wedding ceremony;singing in a car;claim in title;first person title
Movie 43,4.3,104K,585,184,Comedy,"Ineffectual, 'has-been' film-maker (Dennis Quaid) swindles his way into an interview with a film executive (Greg Kinnear) in order to pitch an outrageous and controversial comedy manuscript. After pitching the first of his thirteen offbeat fables, the dejected artist forces the rest of his disjointed allegory on the executive at gunpoint. He tells stories of a woman on a blind date with a man who has testicles growing from his neck, in another a smitten woman offers her neck to her boyfriend to 'poop' on -as a sign of commitment and love. In yet another two parents take home-schooling to a whole new level of indecency, striving to give their isolated teenage son all the 'regular' torment and humiliation of puberty by bullying, peer-pressuring and even seducing him themselves. An off-beat, elephant-in-the-room type film.",female frontal nudity;upskirt;irreverence;teenage girl;kissing in public;injecting hot saurce in vagina;circumcision;extramarital affair;unfaithfulness;woman wears a one piece swimsuit;prostitute;defecating on someone;woman on top sex;gross out;female full frontal nudity;blind date;bound and gagged;vagina;sexuality;sex;awkwardness;fondling;shame;embarrassment;nudity;female nudity;dysfunctional family;cartoon reality crossover;incestuous kiss;incest;caught masturbating;real life husband and wife play husband and wife;crude humor;batman character;wonder woman character;gift;burrito;lobster;one day time span;supervillain;crying;penis;greed;basketball player;black and white scene;boredom;grocery store;teenage boy;dysfunctional relationship;stupidity;worst picture razzie winner;failure;reference to derek jeter;gotham magazine;testicles attached to neck;vodka;home schooling;kiss on the forehead;child abuse;house party;kiss on the cheek;conversation broadast over public address system;picnic;umbrella;finger in mouth;tear on cheek;dinner date;reference to lex luthor;time bomb;vignette;fictional commercial;held at gunpoint;hand grenade;photocopier;mp3 player;barbed wire;penis tattoo on face;eaten by a shark;great white shark;blood stain;guacamole;spitting in someone's face;turkey baster;lip augmentation;trojan horse;breast enlargement;flashing breasts;shot multiple times;slow clap;reference to jimmy smits;reference to adrien brody;drinking mercury;thermometer;cat vomiting;hit by a truck;birthday party;pump action double barreled shotgun;stabbed repeatedly;toasting;father daughter relationship;hickey;eyeglasses;luck;happy birthday;fingers crossed gesture;whispering;friendship;dog;boxer shorts;tampax;brother brother relationship;12 year old;reference to sean penn;condom;apology;cartoon cat;animated sequence;reference to art garfunkel;blindness;jewish;doorbell;meet and greet;machismo;losing a finger;african american;black american;adultery;infidelity;christmas party;christmas;knocking on a door;refusing to kiss;cat urination;high school;locker room;dating;16 stories;laptop computer;man wears eyeglasses;reference to roxanne character;uninated on by an animal;watching tv;woman carries a baby;woman wears a negligee;rap music;older man younger woman relationship;chicken;flash forward;homework;drinking;drink;food;viagra;cell phone;reference to g.i. joe;camera;photographer;los angeles california;hollywood california;episodic structure;reference to god;telephone call;love;self loathing;new york city;new york city skyline;soulmate;magazine;magazine cover;money;lawyer;middle school;imitating frankenstein;reference to frankenstein;cold the temperature;hair gel;gay;threat to murder;testicles;marriage proposal;superman character;movie reality crossover;absurd comedy;reference to superman;robin character;penguin character;riddler character;directed by several directors;simulated fellatio;mother son incestuous kiss;topless female nudity;pitching a movie;disfigurement;awkward situation;bullying;barbeque;movie producer;senior citizen;some scenes in black and white;clipboard;board meeting;movie set;film making;tv commercial;gross out comedy;camera shot of bare feet;man wears a tuxedo;sex comedy;finger gesture slitting throat;bad movie;z movie;character repeats someone else's dialogue;crude humor comedy;meeting;neck;house;room;film executive;humiliation;dark comedy;black comedy;diarrhea;slapstick comedy;troubled production;explosive diarrhea;year 1959;hot sauce;tattoo on face;duct tape gag;reference to howard the duck;reference to cyrano de bergerac;public address system;reference to isabella rossellini;explosive vest;engagement ring;vichyssoise;amorality;death;challenge;mexican restaurant;shooting;gun;office;sea;machine;insult;mistake;disguise;employer employee relationship;indiscretion;microphone;rudeness;overreaction;dysfunctional society;dysfunctionality;dysfunctional friendship;scarf;rag doll;doll;sexual perversion;botox;silicone;desire;perversion;destruction;scandal;bad taste;duct tape;home;tattoo;youtube;couch;public service announcement;tampon;girl wears a bikini;shark;bomb threat;sexual insult;neighbor;table;dinner;fight;ethnic humor;dirt;obscenity;fiasco;surprise;insecurity;immaturity;mediocrity;confusion;gold;impulsiveness;unexpected question;living room;inconsistency;incoherence;nonsense;foolishness;urination;urine;zoophilia;best friend;friend;webcam;first menstruation;menstrual blood;menstruation;violence;defecation;excrement;boyfriend girlfriend relationship;clumsiness;superheroine;superhero;internet video;male nudity;talking about sex;argument;discussion;scatology;scatological humor;website;internet;computer screen;computer;sexual humor;playing against type;evil animal;movie in title;stabbed to death;stabbed in the head;hit with a shovel;shot in the back;scene during end credits;outtakes during end credits;freeze frame;slow motion scene;breaking the fourth wall;plastic surgery;blind child;truth or dare;murder;fairy;shot to death;shot in the head;shot in the eye;shot in the chest;stabbed in the butt;pot of gold;tied to a chair;head butt;punched in the face;pistol whipped;spitting blood;coprophilia;leprechaun;finger gun;shark attack;eaten alive;severed arm;severed finger;grenade;fake commercial;strapped to a bomb;speed dating;grocery store clerk;pistol;hit by a car;flatulence;feces;laxative;written by director;father son relationship;party;flashback;husband wife relationship;restaurant;film studio;no opening credits;anthology;shock humor;semen in hair;sketch comedy;ensemble cast;title spoken by character;male in a shower;boy wears eyeglasses;homosexual;male rear nudity
Portal 2,9.4,15K,24,15,Adventure;Comedy;Sci-Fi,"Many years after the events of ""Portal,"" Chell is woken from stasis by a chatty personality core named Wheatley to find the Aperture Science Laboratories falling apart. In the duo's attempt to escape, they end up waking GLaDOS--who is as cold and calculating as ever, and ready to get some more science done.",portal;robot;puzzle solving;artificial intelligence;first person;best selling video game;sequel;cake;playstation 3;xbox 360;single player;second part;platform game;silent protagonist;non player companion;light bridge;co operation;microsoft windows;playstation move;multiplatform;part of duology;nintendo switch;science;heroine;passive aggression;ambient music;cube;test chamber;multiplayer;innovation;aperture science handheld portal device
Hall Pass,5.9,125K,198,229,Comedy;Romance,,nudity;marriage;cheating wife;adultery;bare breasts;breasts;topless female nudity;oral sex;infidelity;husband wife relationship;male nudity;male full frontal nudity;sex comedy;buddy comedy;one week time span;midlife crisis;marital problem;usa;united states;massachusetts;atlanta georgia;georgia usa;voyeurism;voyeur;female removes her clothes;blonde;red dress;nude girl;nude;scantily clad female;cleavage;pubic hair;sex;smashing a car window;car smashing;cape cod massachusetts;masturbation;immature adults;trust;mistaken identity;flirting;penis;hot tub;massage parlor;older woman younger man relationship;buddy movie;crude humor;adult humor;hall pass;looking at the camera;crude humor comedy;timeframe 2010s;timeframe 21st century;raunchy comedy;drugged food;suburb;bar;baseball coach;hotel;hawaiian shirt;faking cunnilingus;cocktail party;jacuzzi;beach volleyball;swimming pool;golf;pickup line;babysitter;baseball player;brownie the food;scene after end credits;scene during end credits;daydream;marijuana;title spoken by character
Gnomeo & Juliet,5.9,55K,134,206,Animation;Adventure;Comedy,"Garden gnomes Gnomeo (James McAvoy) and Juliet (Emily Blunt) have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",garden;gnome;flamingo;neighbor;garden gnome;lawnmower race;lawnmower;jukebox musical;animate statue;first part;frog;tybalt character;william shakespeare character;paris character;capulet character;lady montague character;romeo character;juliet character;character names as title;3d;title at the end;computer animation;female protagonist;male protagonist;slimehouse;dog;love;male and female protagonists;father daughter relationship;deer;statue;happy ending;friend;shrekcore;dance party ending;shakespeare adaptation;based on shakespeare;kids family;no opening credits;cgi animation;race war;star crossed lovers;mother son relationship;garden shed;revenge;presumed dead;orchid;kiss;forbidden love;family relationships;three word title;shakespeare's romeo and juliet;red;lawn ornament;lawn gnome;color separation;blue;ampersand in title;3 dimensional;based on play;character name in title
Burke and Hare,6.1,20K,62,135,Comedy;Crime;History,"Based on the true story of the famous murderers, this movie follows the hapless exploits of William Burke (Simon Pegg) and William Hare (Andy Serkis) as they fall into the highly-profitable business of providing cadavers for the medical fraternity in 19th-century Edinburgh, Scotland, then the center of medical learning. The one thing they were short of was bodies.",missionary position;coitus;sex scene;comedic sex scene;female orgasm;hangman;smothered to death;dissection;murder of an old woman;satire;toilet humor;timeframe 1820s;timeframe 19th century;19th century;murderer;black comedy;grave robbing;jail cell;frenchman;applause;shakespeare play;city;militia;soldier;champagne;alcohol;stagecoach;fully clothed sex;sex in bed;end credits roll call;cleavage;pipe smoking;speech;year 1828;great britain;europe;reference to coleridge;reference to william wordsworth;reference to shakespeare's macbeth;death from heart attack;suffocated to death;talking during sex;shot in the ass;1820s;officer;war veteran;death;death of protagonist;pub;trickster;scheme;marauder;poverty;husband wife relationship;sex;alcoholic;angry mob;missing person poster;actress;horse and carriage;severed foot;feet;cruelty;severed limb;closing eyes of dead person;cameo;anti villain;villain as protagonist;murder;criminal;play;smothering;cult film;what happened to epilogue;irish immigrant;medical college;edinburgh scotland;serial killer;based on true story
Jackboots on Whitehall,5.2,1.4K,18,20,Animation;Comedy;Sci-Fi,"World War II: What if Nazis seized London and all of England had to band together? When scarily campy Nazi leaders invade by drilling under the English Channel and up through the cobblestones on Whitehall, Churchill leaves his quiet retirement with a cat that looks like Hitler to issue a call to arms from his bunker under Downing Street. Chris, a young farm worker with large hands, rallies the village to fight the good fight -- including an alcoholic Vicar, the oldest man in the town, several idiots, a random Frenchman and Bobby Fiske, a swearing American who believes he's battling Russia. The world's future is in their tiny plastic hands. Innovative puppeteering animatronics from Scottish brothers Edward and Rory McHenry combine with the larger-than-life voices of Ewan McGregor, Alan Cumming, Dominic West, Rosamund Pike, Tom Wilkinson, Timothy Spall and Richard E. Grant.",puppetry;puppet;england;scot;german;germany;world war two;surrealism;satire
Cemetery Junction,6.8,22K,86,74,Comedy;Drama,"It's 1973 in Cemetery Junction, a Reading suburb. Three working class lads, best friends, are coming of age. Freddie wants to rise above his station, taking a job selling life insurance, wearing a suit and tie. Snork works at the railway station and wants a girlfriend some day. Bruce talks of leaving but seems on track to work at a factory, drink and fight, and become like his dad, in front of the telly with beer on hand; and he's trying the patience of the police officer who gets him out of jams. Freddie's job leads the lads toward a few small changes. He runs across a childhood friend, Julie, his boss's daughter who's engaged to the firm's top seller. Can the lads break out?",beer;aspiration;train station;stationmaster;slow motion scene;timeframe 1970s;police officer;coming of age;fight;jail;singing;telling joke;dancing at party;old flame;party;speech;bowler hat;rebellious son;f word;rebellious teenager;door to door salesman;hit in the face;police brutality;defacing property;profanity;vandalism;billboard;female photographer;cigarette smoking;insurance salesman;husband wife relationship;family relationships;dysfunctional family;factory worker;grandmother grandson relationship;mother son relationship;sex talk;classic rock music;holding cell;foot chase;fistfight;bar fight;bare chested male;tattoo;nightclub;pub;split screen;reference to elton john;gay slur;boyhood friend;group of friends;practicing in front of mirror;1970s;blue collar worker;father son relationship;job interview;troubled youth;train chasing;train leaving station;running after a train;ex boyfriend ex girlfriend relationship;fiance fiancee relationship;ignorance;kitchen;first kiss;waitress;leaving home;bickering;police station;provincial setting;provincial life;mother daughter relationship;declaration of love;developing a photograph;darkroom;racial slur;hand kissing;nightclub act;three friends;climbing in a window;flashback;insurance agent;breakfast;racist comment
Tooth Fairy,5,46K,92,112,Comedy;Family;Fantasy,"Derek Thompson (Dwayne ""The Rock"" Johnson) is ""The Tooth Fairy"", a hard-charging minor league hockey player whose nickname comes from his habit of separating opposing players from their bicuspids. When Derek discourages a youngster's hopes, he's sentenced to one week's hard labor as a real tooth fairy, complete with the requisite tutu, wings, and magic wand. At first, Derek ""can't handle the tooth"" - bumbling and stumbling as he tries to furtively wing his way through strangers' homes - doing what tooth fairies do. But as Derek slowly adapts to his new position, he begins to rediscover his own forgotten dreams.",hare krishna;man wears eyeglasses;chevrolet;chevrolet corvette;ford motor company;gmc;honda;jeep;volkswagen;infiniti;reebok;ford crown victoria;gmc savana;volkswagen jetta;ice hockey jersey;ice hockey game;ice hockey stick;gatorade;directv;dunkin' donuts;national hockey league;los angeles kings;florida panthers;tennis racquet;slimehouse;tooth;fairy;tooth fairy;wings;hockey;nickname;wand;miniaturization;nickname as title;animated credits;scene during end credits;hockey puck;marriage proposal;rock band;redemption;hugging;talent show;one dollar bill;aspiring musician;stuffed toy;minor league ice hockey;rivalry;summons;ice hockey team;ice hockey player;interracial romance;tooth knocked out;broken tooth;permit;adult child bonding;hockey player;ice hockey;man boy relationship;male bonding;mother son relationship;mother daughter relationship;little girl;teenage boy;athlete;erased memory;fairy dust;flying;talent contest;drummer;guitarist;drums;drumming;smashing guitar;invisibility;guitar playing;belief;electric guitar;single mother;direct tv;wilhelm scream;bare chested male;tennis ball;no opening credits;jumping off a balcony;jail;guitar;cat;boyfriend girlfriend relationship;interracial relationship;character name in title
The Invention of Lying,6.4,138K,419,194,Comedy;Fantasy;Romance,"It's a world where everyone tells the truth - and just about anything they're thinking. Mark Bellison is a screenwriter, about to be fired. He's short and chunky with a flat nose - a genetic setup that means he won't get to first base with Anna, the woman he loves. At a bank, on the spur of the moment he blurts out a fib, with eye-popping results. Then, when his mother's on her deathbed, frightened of the eternal void awaiting her, Mark invents fiction. The hospital staff overhear his description of Heaven, believe every word, and tell others. Soon Mark is a prophet, his first inventive screenplay makes him rich, and he's basically a good guy. But will that be enough for Anna?",truth;lie;screenwriter;heaven;genetics;writing;writer;deathbed;reference to the ten commandments;life after death;homosexual;timeframe 13th century;high concept comedy;hospital;bank;vomiting;budweiser;bribe;bridge;brain;anxiety;worrying;wish fulfillment;mother's grave;wig;falling asleep;margarita;police brutality;police;policeman;breathalyzer;studio boss;robbery;heart attack;eternity;tv interview;baseball;diarrhea;media frenzy;sleeping;reference to napoleon;history filmmaking;philosophy;secret;gambling;gambler;newspaper;friend;pain killer;jealousy;montage;cancer;flash forward;happiness;beer;tv news;tv reporter;money;old woman;sadness;old man;anger;fear;breaking and entering;theft;thief;drunkenness;tears;crying;watching tv;apology;depression;undressing;seduction;mobile phone;drink;drinking;cell phone;telephone call;dying;hopelessness;rejection;e mail;film within a film;deception;cocaine;drug use;integrity;self worth;sexual arousal;luck;misery;photo shoot;wealth;eskimo indian;park;bench;limousine;father son relationship;white lie;sperm donor;pregnancy;church;ice cream cone;boy;love triangle;long haired male;snowing;snow;cemetery;graveyard;champagne;nothingness;waitress;waiter;slot machine;cheating;rent;alarm clock;remote control;gay;eyeglasses;computer;female masturbation;mother daughter relationship;bed;filmmaking;sidewalk cafe;beggar;end of the world;storytelling;ice cream;gay slur;kiss;masturbation;birthday;mansion;belief in god;belief in the afterlife;belief in heaven;religious belief;invention;overweight;atheism;atheist;voice over narration;kitchen;fired from a job;bar;wedding ceremony;tv commercial;suicidal thoughts;small talk;restaurant;rent collector;red carpet;playing god;park bench;objection at wedding;newspaper headline;movie trailer;film producer;mother son relationship;loss of mother;kiss on cheek;honesty;old people's home;hazing;first date;film set;film premiere;family dinner;elevator;dying woman;pepsi cola;bully;breaking the fourth wall;blind date;best friend;bartender;bank teller;pizza box;reference to god;sex;secretary;mating;marriage;filmmaker;doctor;death;dating;children;13th century;wedding;success;small town;scriptwriter;satire;religion;office;film studio;motorcycle cop;motel;interrupted wedding;homeless man;friendship;flashback;drunk driver;date;casino;alternate reality;parent in nursing home;death of mother;man wears eyeglasses;cafe
Extras,8.3,56K,90,28,Comedy;Drama,,cringe comedy;showbiz comedy;actor;awkward silence;double act;comedy team;british comedy;sitcom;director;workplace
Team Fortress 2,8.3,4K,14,2,Action;Comedy;Sci-Fi,,multiplayer;hero shooter;shotgun;rocket launcher;wrench;spy;soldier;sniper;scout;minigun;medic;healing;flamethrower;first person shooter;eye patch;engineer;demolitions expert;single player;xbox 360;microsoft windows;playstation 3;sequel;second part;camp;campy;sentry gun;dispenser;teleporter;crate key;knife;desert;water;bridge;payload;capture the flag;control point;king of the hill;opposing teams;strategy;sword;shield;castle;robot;tank;bomb;revolver;shovel;fist;ammunition;blood;gore;cosmetic;mountain;factory;industry;snow;frying pan;submachine gun;boot;rail;explosion;espionage;stabbing;shooting;violence;dancing;taunt;killing;gun;upgrade;money;forest;bow;psychopath;numbered sequel;loot box;brutality;hat;sandwich;sniper rifle;pyromaniac;master of disguise;heavy infantry;grenade launcher;class warfare;class system;balisong;aluminum baseball bat
Run Fatboy Run,6.6,67K,156,168,Comedy;Romance;Sport,"Dennis is a clueless and slightly overweight guy, who left his pregnant fiancée five years earlier. Every day, Dennis tries to persuade the woman he loves to accept him back into his life, but everyday he fails. When he discovers that Libby has found a partner in the form of American Whit, frustration grows, and Dennis vows, that for once in his life, he will finish something. This something ends up being a Nike River-run in London. With his friends Gordon and Mr. Ghoshdashtidar by his side, Dennis begins training for the marathon he must finish.",prologue;animated closing credits;no opening credits;marathon;training;wedding;gym;boy;locker room;cold feet;nike;landlord;gambling;run;jilted bride;jumping rope;little boy;pregnant bride;pregnancy;eating raw egg;boxing;egg;nicotine patch;ponytail;first crush;crush;best friend;runaway groom;england;fiance fiancee relationship;biracial child;biracial;interracial relationship;white male black female relationship;repetition in title;towel;male bonding;spanking;slapping;male rear nudity;bare chested male;bare butt;imperative in title;tripping;trainer;renewal;passion;indian landlord;human spirit;finish line;endurance;directed by an actor;determination;cathedral;bet;family relationships;cousin cousin relationship;weight loss;underdog;tree climbing;training montage;tower bridge london;sports announcer;smoking;second chance;running;redemption;pratfall;photograph;montage;love triangle;london england;jilted at the altar;irishman;interracial romance;hospital bed;friendship;friendship between men;father son relationship;cameo;blister;birthday;birthday party;bakery;ankle injury;tv crew;marriage proposal;breakfast;male nudity;title spoken by character
